bhk,type,locality,area,price,price_unit,region,status,age,price _INR,Rent_price
2,Apartment,Raj Heritage 2,574,93.98,L,Mira Road East,Under Construction,New,9398000,7831.666667
1,Apartment,S Siddharth Sunshine Tower Phase I,715,1.1,Cr,Mulund West,Ready to move,Resale,11000000,9166.666667
2,Apartment,Romell Allure,800,1.45,Cr,Borivali East,Under Construction,New,14500000,12083.33333
3,Apartment,Neelkanth Greens,1650,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
1,Apartment,Lodha Paradise,580,45.5,L,Thane West,Ready to move,New,4550000,3791.666667
1,Apartment,Samrin Sudama Regency,580,32,L,Dombivali,Ready to move,Resale,3200000,2666.666667
3,Apartment,Ajmera Bolivian,1315,3.4,Cr,Wadala,Ready to move,Resale,34000000,28333.33333
2,Apartment,RRB Satra Harmony,775,2.14,Cr,Chembur,Ready to move,New,21400000,17833.33333
4,Apartment,Hiranandani One Hiranandani Park,3600,6.75,Cr,Thane West,Ready to move,Unknown,67500000,56250
3,Apartment,Reputed Builder Siddhachal CHS,1400,2.3,Cr,Thane West,Ready to move,Resale,23000000,19166.66667
2,Apartment,JP North Imperia Tower 2,950,68,L,Mira Road East,Under Construction,New,6800000,5666.666667
2,Apartment,Veena Senterio,900,1.45,Cr,Chembur,Under Construction,New,14500000,12083.33333
5,Apartment,National Meridian Apartments,2800,5.25,Cr,Nerul,Ready to move,Resale,52500000,43750
2,Apartment,Man Aaradhya Highpark Project,631,1.28,Cr,Mira Road East,Ready to move,Unknown,12800000,10666.66667
4,Apartment,Raheja Exotica Sorento,2376,4.25,Cr,Malad West,Ready to move,Unknown,42500000,35416.66667
1,Apartment,Godrej Urban Park,721,1.33,Cr,Powai,Ready to move,New,13300000,11083.33333
5,Apartment,Goyal Lakshchandi Heights,2600,6,Cr,Goregaon East,Ready to move,Resale,60000000,50000
2,Apartment,Poonam Valley,1060,75,L,Mira Road East,Ready to move,Unknown,7500000,6250
2,Apartment,Drushti Varun,770,1.8,Cr,Ghatkopar East,Ready to move,Resale,18000000,15000
5,Apartment,Sunteck City 4th Avenue,1870,5,Cr,Goregaon West,Under Construction,New,50000000,41666.66667
2,Apartment,Prajapati Lawns,1160,1.2,Cr,Kharghar,Ready to move,Resale,12000000,10000
3,Apartment,Rustomjee Urbania Azziano,1570,1.85,Cr,Thane West,Ready to move,Unknown,18500000,15416.66667
2,Apartment,Adityaraj Fortune,600,1.4,Cr,Vikhroli,Under Construction,New,14000000,11666.66667
1,Apartment,Goldstar Decent Homes,700,62.5,L,Mira Road East,Ready to move,Resale,6250000,5208.333333
1,Apartment,Sea Gundecha Trillium,495,95,L,Kandivali East,Ready to move,Resale,9500000,7916.666667
1,Apartment,Chintamani Maple City Phase I,640,23,L,Badlapur West,Ready to move,Resale,2300000,1916.666667
1,Apartment,Happy Home Sarvoday Greens,456,37.4,L,Bhiwandi,Under Construction,New,3740000,3116.666667
3,Apartment,Heena Gokul Ashirwad,1800,7,Cr,Juhu,Ready to move,Resale,70000000,58333.33333
2,Apartment,Vihang Vermont,850,77,L,Thane West,Ready to move,Resale,7700000,6416.666667
3,Apartment,Aurum Q Residences R1,1612,2.85,Cr,Ghansoli,Ready to move,Resale,28500000,23750
1,Apartment,Sylva Opal Fairy Bell,665,56,L,Vasai,Ready to move,Resale,5600000,4666.666667
2,Apartment,Sonam Indradhanush,1095,92,L,Mira Road East,Under Construction,New,9200000,7666.666667
4,Apartment,T Bhimjyani The Verraton,2350,3.1,Cr,Thane West,Ready to move,Unknown,31000000,25833.33333
2,Apartment,Amrut Laxmi Raj Regalia Phase I,1085,48,L,Ambernath East,Under Construction,Unknown,4800000,4000
2,Apartment,Venus Skky City Phase I,900,52.1,L,Dombivali,Under Construction,New,5210000,4341.666667
3,Apartment,Agarwal Paramount,685,73.95,L,Virar,Ready to move,New,7395000,6162.5
1,Apartment,Sunder Shree Madhuvandham,600,1.22,Cr,Borivali West,Ready to move,Resale,12200000,10166.66667
2,Apartment,Raj Akshay,1100,94,L,Mira Road East,Under Construction,New,9400000,7833.333333
1,Studio Apartment,Omkar Residency,315,17.33,L,Panvel,Under Construction,New,1733000,1444.166667
2,Apartment,Reputed Builder Pratiksha CHS,950,1.2,Cr,Koper Khairane,Ready to move,Resale,12000000,10000
1,Apartment,Satra Centrio,730,1.26,Cr,Chembur,Ready to move,New,12600000,10500
3,Apartment,Godrej Ascend,746,1.56,Cr,Thane East,Under Construction,New,15600000,13000
2,Apartment,Modispaces Volga,1010,2.62,Cr,Borivali West,Under Construction,New,26200000,21833.33333
1,Apartment,Runwal Forest Tower 5 To 8,559,99,L,Kanjurmarg,Under Construction,New,9900000,8250
2,Apartment,Reputed Builder S K Heights,850,95,L,Ghansoli,Ready to move,Resale,9500000,7916.666667
2,Apartment,Sanghvi Ecocity,1055,86,L,Mira Road East,Ready to move,New,8600000,7166.666667
1,Apartment,Kabra Galaxy Star 1,685,65,L,Thane West,Ready to move,Resale,6500000,5416.666667
2,Apartment,Contemporary Krishiv Towers,900,3.6,Cr,Tardeo,Under Construction,New,36000000,30000
4,Apartment,Sheth Avalon,2579,4.5,Cr,Thane West,Ready to move,Unknown,45000000,37500
2,Apartment, Silicon Park,1000,1.25,Cr,Malad West,Ready to move,Resale,12500000,10416.66667
2,Apartment,DSS Mahavir Millennium,1025,1.25,Cr,Thane West,Ready to move,Unknown,12500000,10416.66667
2,Apartment,Ashtavinayak Vaishnavi Pride,710,60,L,Kalyan East,Under Construction,New,6000000,5000
2,Apartment,JP North,505,74,L,Mira Road East,Ready to move,New,7400000,6166.666667
2,Apartment,Shreeji Sharan Madonna,810,1.85,Cr,Borivali West,Ready to move,Resale,18500000,15416.66667
2,Apartment,Kalpataru Hills,1065,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
1,Apartment,Gopal Krishna Krishna Nisarga,635,37.67,L,Kalyan East,Under Construction,Unknown,3767000,3139.166667
3,Apartment,5P Bhagwati Heritage,1550,1.4,Cr,Sector 21 Kamothe,Ready to move,Resale,14000000,11666.66667
3,Apartment,Hiranandani Meadows,1400,2.5,Cr,Thane West,Ready to move,Unknown,25000000,20833.33333
2,Apartment,Sonam Indradhanush,1175,1,Cr,Mira Road East,Under Construction,New,10000000,8333.333333
3,Apartment,Sadguru Poonam Heights,1400,4.3,Cr,Goregaon West,Ready to move,Resale,43000000,35833.33333
3,Apartment,Lodha Sterling,1950,2.35,Cr,Thane West,Ready to move,New,23500000,19583.33333
2,Apartment,Kalpataru Srishti,950,1,Cr,Mira Road East,Under Construction,New,10000000,8333.333333
2,Apartment,Maitri Harbour View,1100,1.65,Cr,Nerul,Ready to move,Resale,16500000,13750
1,Apartment,Royal Pristo,435,1.01,Cr,Malad East,Under Construction,New,10100000,8416.666667
2,Apartment,Lotus Unity By Lotus,736,2.11,Cr,Andheri West,Ready to move,New,21100000,17583.33333
2,Apartment,DB Orchid Suburbia,999,2.05,Cr,Kandivali West,Ready to move,Unknown,20500000,17083.33333
1,Apartment,Vikas Harakchand Jain Ritz,750,54,L,Kalyan West,Under Construction,New,5400000,4500
1,Apartment,Arihant Aakarshan Phase 1,574,29,L,Taloja,Under Construction,Unknown,2900000,2416.666667
1,Apartment,Strawberry Onyx,690,61.35,L,Mira Road East,Ready to move,Resale,6135000,5112.5
3,Apartment,Mistry 9 PBR,1400,4.99,Cr,Nerul,Under Construction,New,49900000,41583.33333
2,Apartment,Reputed Builder Mahavir Nagar CHS,770,49.5,L,Kandivali West,Ready to move,Resale,4950000,4125
2,Apartment,Samrin Heritage,804,1.91,Cr,Thane West,Under Construction,New,19100000,15916.66667
3,Apartment,Ashar Monarch,1750,2.25,Cr,Thane West,Ready to move,Unknown,22500000,18750
2,Apartment,Kalpataru Eternia At Kalpataru Parkcity,828,96,L,Thane West,Under Construction,New,9600000,8000
4,Apartment,CCI Rivali Park WinterGreen,2200,6.5,Cr,Borivali East,Ready to move,Resale,65000000,54166.66667
2,Apartment,Raj Heritage,1140,1.14,Cr,Mira Road East,Ready to move,New,11400000,9500
1,Apartment,Conceptual Suraksha Smart City Phase I,287,29.03,L,Vasai,Under Construction,New,2903000,2419.166667
2,Apartment,Hiranandani Estate,1125,1.05,Cr,Thane West,Ready to move,Unknown,10500000,8750
2,Apartment,Dosti Mezzo 22,639,2.15,Cr,Sion,Under Construction,New,21500000,17916.66667
1,Apartment,Reputed Builder Ajanta Empress,675,98,L,Airoli,Ready to move,Resale,9800000,8166.666667
2,Apartment,Paradise Sai Suncity,654,57,L,Taloja,Under Construction,New,5700000,4750
3,Apartment,T Bhimjyani The Verraton,1504,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
2,Apartment,GHP Azure,1100,63,L,Taloja,Under Construction,Resale,6300000,5250
1,Apartment,Vihang Valley,675,59,L,Thane West,Ready to move,Resale,5900000,4916.666667
3,Apartment,Adhiraj Mainland,1178,1.73,Cr,Kharghar,Under Construction,New,17300000,14416.66667
2,Apartment,Dimple Westwood,723,1.25,Cr,Kandivali West,Under Construction,New,12500000,10416.66667
3,Apartment,Kalpataru Eternia At Kalpataru Parkcity,901,1.82,Cr,Thane West,Under Construction,New,18200000,15166.66667
1,Apartment,Nisarg Greens,730,35,L,Ambernath East,Ready to move,Unknown,3500000,2916.666667
2,Apartment,Crystal Armus A To C,815,1.6,Cr,Chembur,Ready to move,Resale,16000000,13333.33333
1,Apartment,Sanghvi Ecocity Phase 3,755,72.3,L,Mira Road East,Ready to move,New,7230000,6025
2,Apartment,Interintel Gurnani Palms Wing A,946,2.61,Cr,Andheri West,Ready to move,New,26100000,21750
3,Apartment,Siddhi Highland Park,842,98.23,L,Thane West,Under Construction,New,9823000,8185.833333
1,Studio Apartment,Prayag Galaxy,410,19,L,Panvel,Ready to move,Resale,1900000,1583.333333
2,Apartment,Grace Neel Mahal,1040,3.9,Cr,Bandra West,Ready to move,Unknown,39000000,32500
1,Apartment,Mahavir Kanti Nx,685,53,L,Vasai,Ready to move,New,5300000,4416.666667
3,Apartment,Lodha Eternis,1137,2.88,Cr,Andheri East,Under Construction,New,28800000,24000
1,Apartment,Apna Sai Heights,570,27.35,L,Kalyan East,Ready to move,New,2735000,2279.166667
3,Apartment,Ashar Ashar Sapphire,1650,2,Cr,Thane West,Ready to move,Unknown,20000000,16666.66667
1,Apartment,Vimal Residency,550,34,L,Nala Sopara,Ready to move,Resale,3400000,2833.333333
6,Apartment,Indiabulls Park,2602,3.92,Cr,Panvel,Under Construction,Unknown,39200000,32666.66667
3,Apartment,Ekta Trinity,1153,5.75,Cr,Santacruz West,Ready to move,New,57500000,47916.66667
2,Apartment,Gala Pride Palms Queens B2 Phase 3,890,1.35,Cr,Thane West,Ready to move,Resale,13500000,11250
1,Apartment,Uptown Ravechi Height,650,60,L,Kamothe,Ready to move,Resale,6000000,5000
2,Apartment,Gurukrupa Marina Enclave,850,1.42,Cr,Malad West,Ready to move,Resale,14200000,11833.33333
2,Apartment,Sheth Auris Serenity,1300,2.7,Cr,Malad West,Under Construction,New,27000000,22500
2,Apartment,Wadhwa Elite,663,1.42,Cr,Thane West,Ready to move,Unknown,14200000,11833.33333
2,Apartment,Lodha Kolshet,1440,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
1,Apartment,Reputed Builder Sai Kunj CHS,570,36,L,Nerul,Ready to move,Resale,3600000,3000
3,Apartment,Lodha Amara Tower 46,1600,1.65,Cr,Thane West,Ready to move,Unknown,16500000,13750
2,Apartment,Uma Sparta,950,1.1,Cr,Thane West,Ready to move,Resale,11000000,9166.666667
2,Apartment,Hiranandani Castle Rock,1205,3.3,Cr,Powai,Ready to move,New,33000000,27500
1,Apartment,Shree Adinath Symphony,615,18.2,L,Boisar,Ready to move,New,1820000,1516.666667
2,Apartment,Lodha Casa Rio Gold,873,50.5,L,Dombivali,Ready to move,Resale,5050000,4208.333333
1,Apartment,Shubham Jijai Angan,705,36.6,L,Taloja,Under Construction,New,3660000,3050
2,Apartment,JK IRIS,1137,96,L,Mira Road East,Under Construction,New,9600000,8000
2,Apartment,Amar Vinay Heritage,970,85.35,L,Mira Road East,Ready to move,Resale,8535000,7112.5
3,Apartment,Tata Serein Phase 1,896,1.79,Cr,Thane West,Under Construction,New,17900000,14916.66667
2,Apartment,Patel Orchid Petals,760,38,L,Ambernath East,Ready to move,Resale,3800000,3166.666667
1,Apartment,Lokhandwala Alica Nagar,525,86,L,Kandivali East,Ready to move,Resale,8600000,7166.666667
3,Apartment,ACME Ozone Phase 2,1650,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
1,Apartment,Piramal Revanta Tower 3,669,1.22,Cr,Mulund West,Under Construction,New,12200000,10166.66667
1,Apartment,Sadguru The Address Phase 1 Wing A,670,29.75,L,Badlapur West,Ready to move,Resale,2975000,2479.166667
1,Apartment,Adityaraj Breeze,425,68,L,Vikhroli,Under Construction,New,6800000,5666.666667
2,Apartment,Lodha Palava Primia E To J,968,45,L,Dombivali,Ready to move,Resale,4500000,3750
5,Apartment,Mahavir Helicon Heights,2804,6.3,Cr,Borivali West,Ready to move,Unknown,63000000,52500
2,Apartment,Mahindra Happinest Kalyan Project A,780,49,L,Kalyan West,Under Construction,Unknown,4900000,4083.333333
1,Apartment,Reputed Builder Rosary CHS,560,98,L,Andheri East,Ready to move,Resale,9800000,8166.666667
2,Apartment,Raheja Solaris 2,729,1.7,Cr,Juinagar,Under Construction,New,17000000,14166.66667
3,Apartment,Regency Regency Gardens,1700,2.1,Cr,Kharghar,Ready to move,Resale,21000000,17500
1,Apartment,Techno Vision Vivanta Marvel,720,58,L,Mira Road East,Ready to move,New,5800000,4833.333333
1,Apartment,Adeshwar 72 Parksyde,288,1,Cr,Ghatkopar East,Under Construction,New,10000000,8333.333333
2,Apartment,Godrej Nirvaan,675,69.9,L,Kalyan West,Under Construction,New,6990000,5825
2,Apartment,Dream Arihant Niwara Sky,1223,1.81,Cr,Sion,Under Construction,New,18100000,15083.33333
2,Apartment,Radheya Sai Enclave,990,52,L,Naigaon East,Under Construction,New,5200000,4333.333333
1,Apartment,Godrej The Trees,646,1.75,Cr,Vikhroli,Ready to move,Resale,17500000,14583.33333
2,Apartment,RNA NG N G Hill Crest,553,81.77,L,Mira Road East,Under Construction,New,8177000,6814.166667
2,Apartment,Agrawal Group Kauls Heritage City,990,72,L,Vasai,Ready to move,Resale,7200000,6000
2,Apartment,Rustomjee Urbania Azziano,969,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
3,Apartment,Kalpataru Srishti Namaah,1390,1.64,Cr,Mira Road East,Under Construction,New,16400000,13666.66667
3,Apartment,Man Aaradhya Parkwood 1,900,1.54,Cr,Mira Road East,Under Construction,New,15400000,12833.33333
3,Apartment,ACME Avenue,1650,2.2,Cr,Kandivali West,Under Construction,New,22000000,18333.33333
2,Apartment,Birla Vanya Phase 2,2100,65,L,Kalyan West,Under Construction,New,6500000,5416.666667
2,Apartment,Strawberry The Address Building No 2,1095,92.05,L,Mira Road East,Ready to move,New,9205000,7670.833333
2,Apartment,L And T Elixir Reserve ,694,2.08,Cr,Powai,Under Construction,New,20800000,17333.33333
4,Apartment,Raymond Codename West One Park,2233,3.06,Cr,Thane West,Under Construction,Unknown,30600000,25500
2,Apartment,Cosmos Springs,900,85,L,Thane West,Ready to move,Resale,8500000,7083.333333
1,Apartment,Paradigm Antalya,310,70,L,Jogeshwari West,Under Construction,New,7000000,5833.333333
1,Apartment,Navkar Shubham Galaxy,692,61,L,Dombivali,Under Construction,Unknown,6100000,5083.333333
3,Apartment,Tata Amantra Phase 2,911,91.1,L,Bhiwandi,Ready to move,New,9110000,7591.666667
2,Apartment,Reputed Builder Sai Malhar,530,42,L,Kharghar,Ready to move,New,4200000,3500
3,Apartment,HDIL Premier Exotica,1800,1.6,Cr,Kurla,Ready to move,Resale,16000000,13333.33333
3,Apartment,Hiranandani Fortune City,1980,1.2,Cr,Panvel,Ready to move,Unknown,12000000,10000
2,Apartment,Lodha Casa Rio,909,58,L,Dombivali,Ready to move,Resale,5800000,4833.333333
2,Apartment,ACME Ozone,1065,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
3,Apartment,Swastik Durvas,1100,67,L,Vasai,Ready to move,Resale,6700000,5583.333333
1,Apartment,Puraniks Unicorn Phase 1,396,42.99,L,Thane West,Under Construction,New,4299000,3582.5
2,Apartment,Safal Safal Sai And Safal Sainath,693,1.83,Cr,Chembur,Under Construction,New,18300000,15250
3,Apartment,Hansini Elegance,1153,2.25,Cr,Goregaon East,Ready to move,Unknown,22500000,18750
1,Apartment,Agarwal Paramount,398,36.69,L,Virar,Ready to move,New,3669000,3057.5
1,Apartment,Marathon Nexzone Aster 1,459,54.99,L,Panvel,Under Construction,New,5499000,4582.5
1,Apartment,JP North Barcelona,837,61.5,L,Mira Road East,Ready to move,New,6150000,5125
2,Apartment,GBD Realty Ujwala Kutir,546,1.73,Cr,Borivali East,Under Construction,New,17300000,14416.66667
1,Apartment,Reputed Builder Shree Samarth Villa,550,1,Cr,Mulund East,Ready to move,Resale,10000000,8333.333333
1,Studio Apartment,Godrej The Trees,750,1.95,Cr,Vikhroli,Ready to move,Resale,19500000,16250
1,Apartment,Bhoomi Acres,789,65,L,Thane West,Ready to move,New,6500000,5416.666667
1,Apartment,Mahindra Alcove,453,98.99,L,Andheri East,Under Construction,New,9899000,8249.166667
3,Apartment,Shiv Darshan Shiv Darshan Society,880,1.85,Cr,Mulund West,Ready to move,Resale,18500000,15416.66667
1,Apartment,Sethia Pride Wing A,365,77,L,Kandivali East,Under Construction,New,7700000,6416.666667
2,Apartment,Lodha Paradise,900,97,L,Thane West,Ready to move,Resale,9700000,8083.333333
1,Apartment,Sai Shradha The Green Crest,560,30,L,Taloja,Under Construction,Unknown,3000000,2500
2,Apartment,Drushti Embassy,876,1.7,Cr,Ghatkopar East,Ready to move,Resale,17000000,14166.66667
1,Apartment,RNA NG NG Palm,630,52,L,Mira Road East,Ready to move,Resale,5200000,4333.333333
1,Apartment,DB Ozone,650,53,L,Dahisar,Ready to move,Resale,5300000,4416.666667
2,Apartment,Sonu Studio High 5 Phase 3 Wing E Luxe,795,25.5,L,Neral,Under Construction,Unknown,2550000,2125
3,Apartment,Paradise Sai Spring,1600,1.45,Cr,Kharghar,Ready to move,Resale,14500000,12083.33333
3,Apartment,Neelkanth Greens,1250,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
2,Apartment,Goodwill Paradise,1250,1.3,Cr,Kharghar,Ready to move,Resale,13000000,10833.33333
3,Apartment,Hiranandani One Hiranandani Park,2100,3.55,Cr,Thane West,Ready to move,Unknown,35500000,29583.33333
2,Apartment,Dhaval Sunrise Charkop,663,1.49,Cr,Kandivali West,Ready to move,New,14900000,12416.66667
3,Apartment,Lodha World One,2560,9.5,Cr,Lower Parel,Ready to move,Resale,95000000,79166.66667
2,Apartment,Oyster Living Celestial Living,960,81,L,Dahisar,Under Construction,New,8100000,6750
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
1,Apartment,Oscar Om Regency,648,39,L,Taloja,Under Construction,New,3900000,3250
2,Apartment,NMS One 27,658,1.34,Cr,Kharghar,Under Construction,New,13400000,11166.66667
3,Apartment,Crescent Sky Heights,767,1.26,Cr,Dahisar,Under Construction,New,12600000,10500
1,Apartment,Strawberry The Address,750,72.51,L,Mira Road East,Under Construction,Resale,7251000,6042.5
4,Apartment,ACME Ozone Phase 2,2250,2.6,Cr,Thane West,Ready to move,Unknown,26000000,21666.66667
3,Apartment,Reputed Builder Vasant Valley,1550,1.22,Cr,Kalyan West,Ready to move,Resale,12200000,10166.66667
3,Apartment,Vasant Vasant Vihar,1650,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
1,Apartment,Reputed Builder Sarla CHS,575,42,L,Andheri West,Ready to move,Resale,4200000,3500
1,Apartment,KK Dosti Oro 67,460,82,L,Kandivali West,Ready to move,New,8200000,6833.333333
3,Apartment,Hiranandani One Hiranandani Park,2050,4.15,Cr,Thane West,Ready to move,Unknown,41500000,34583.33333
2,Apartment,Runwal Pearl Apartments,660,82,L,Thane West,Ready to move,Resale,8200000,6833.333333
2,Apartment,SKD Pinnacolo And Pinnacolo NX,1060,99.5,L,Mira Road East,Ready to move,Resale,9950000,8291.666667
2,Apartment,Lalani Grandeur,1050,1.85,Cr,Malad East,Ready to move,Resale,18500000,15416.66667
2,Apartment,MICL Aaradhya Highpark Project 1 Of Phase I,575,1.35,Cr,Bhayandar East,Under Construction,New,13500000,11250
2,Apartment,Dignity Divine,780,1.5,Cr,Wadala,Ready to move,Unknown,15000000,12500
1,Apartment,Sahakar Premier,750,67.85,L,Mira Road East,Ready to move,New,6785000,5654.166667
